,symbol,name,price_btc,price_usd,percent_change_1h,percent_change_24h,volume_usd_24h,market_cap_usd,available_supply,max_supply
595,FRST,FirstCoin,0.00026434 BTC,$2.11,-5.17%,-10.47%,"221,509.0","$3,949,848.0","1,869,936.0",Unknown
596,BUN,BunnyCoin,0.000000005 BTC,$0.00,-12.07%,-39.27%,"2,489.53","$3,848,735.0","102,587,787,593.0",Unknown
597,PURE,Pure,0.00014654 BTC,$1.17,-3.78%,-20.72%,"71,302.3","$3,775,518.0","3,224,321.0","20,000,000.0"
598,GRE,Greencoin,0.00000013 BTC,$0.00,-10.61%,-25.42%,"2,701.14","$3,774,052.0","3,766,932,641.0",Unknown
599,ZER,Zero,0.00018527 BTC,$1.48,-4.93%,-30.43%,"21,951.4","$3,731,542.0","2,520,580.0",Unknown
600,EGC,EverGreenCoin,0.00003505 BTC,$0.28,-3.8%,-14.86%,"5,468.32","$3,730,457.0","13,321,301.0",Unknown
601,HUC,HunterCoin,0.00002191 BTC,$0.17,-4.14%,-18.41%,"5,248.71","$3,714,451.0","21,216,220.0",Unknown
602,SMLY,SmileyCoin,0.00000002 BTC,$0.00,-2.26%,-14.26%,"3,288.08","$3,674,440.0","25,960,250,000.0",Unknown
603,PING,CryptoPing,0.00004588 BTC,$0.36,-1.01%,-19.15%,792.515,"$3,648,705.0","9,952,089.0",Unknown
604,SXC,Sexcoin,0.00000362 BTC,$0.02,-4.12%,-23.25%,"12,414.0","$3,643,707.0","125,956,470.0",Unknown
605,ZEPH,Zephyr,0.00000357 BTC,$0.02,-4.69%,-26.94%,"23,165.2","$3,597,521.0","125,990,535.0",Unknown
606,MONK,Monkey Project,0.00108969 BTC,$8.70,-0.48%,-17.32%,"51,944.9","$3,588,197.0","412,088.0",Unknown
607,OPC,OP Coin,0.00000701 BTC,$0.05,-7.17%,-16.41%,"93,317.4","$3,505,072.0","62,605,776.0","2,000,000,000.0"
608,PHO,Photon,0.00000002 BTC,$0.00,-3.78%,-23.97%,"21,610.3","$3,408,862.0","21,330,317,897.0",Unknown
609,YOC,Yocoin,0.00000386 BTC,$0.03,-5.05%,-14.88%,"14,808.2","$3,407,677.0","110,558,800.0","336,000,000.0"
610,BLU,BlueCoin,0.00000074 BTC,$0.00,-3.76%,-9.59%,"1,290.67","$3,399,254.0","574,683,675.0",Unknown
611,GJC,Global Jobcoin,0.00003123 BTC,$0.24,-4.99%,-11.06%,"55,163.3","$3,356,715.0","13,449,995.0",Unknown
612,EFL,e-Gulden,0.00002538 BTC,$0.20,-6.44%,-21.05%,"15,541.3","$3,313,325.0","16,336,365.0","21,000,000.0"
613,PKB,ParkByte,0.00008701 BTC,$0.69,-3.78%,-16.18%,"10,015.3","$3,312,327.0","4,764,026.0",Unknown
614,ELLA,Ellaism,0.00009133 BTC,$0.72,-3.91%,-18.15%,"13,839.8","$3,295,168.0","4,515,265.0","280,000,000.0"
615,XMG,Magi,0.00005226 BTC,$0.41,-4.44%,-24.28%,"22,439.7","$3,237,232.0","7,752,196.0",Unknown
616,QRK,Quark,0.00000159 BTC,$0.01,1.8%,-22.41%,"3,706.73","$3,220,878.0","254,297,277.0",Unknown
617,STU,bitJob,0.00000810 BTC,$0.06,3.23%,9.39%,"12,559.2","$3,109,061.0","48,043,991.0",Unknown
618,ADZ,Adzcoin,0.00000840 BTC,$0.06,-4.02%,-15.56%,"2,608.08","$2,918,445.0","43,494,350.0","84,000,000.0"
619,EQT,EquiTrader,0.00003594 BTC,$0.28,-11.44%,-16.61%,"17,927.6","$2,914,422.0","10,149,262.0",Unknown
620,ERC20,ERC20,0.00000023 BTC,$0.00,-2.8%,-22.7%,"1,096,130.0","$2,887,556.0","1,574,741,156.0",Unknown
621,PLC,PlusCoin,0.00000007 BTC,$0.00,-7.07%,-29.14%,"260,903.0","$2,881,227.0","5,172,323,624.0",Unknown
622,OCL,Oceanlab,0.00000771 BTC,$0.06,-1.33%,-5.74%,"38,059.7","$2,866,093.0","46,500,000.0",Unknown
623,PBT,Primalbase Token,0.358542 BTC,$2864,-3.69%,0.31%,"16,991.1","$2,864,990.0","1,000.0","1,250.0"
624,ELTCOIN,ELTCOIN,0.00000397 BTC,$0.03,-3.93%,-14.29%,"10,708.5","$2,856,321.0","90,000,000.0",Unknown
625,EBST,eBoost,0.00002922 BTC,$0.23,-6.15%,-24.14%,"47,344.0","$2,801,844.0","12,000,000.0","99,990,000.0"
626,RAIN,Condensate,0.00000344 BTC,$0.02,-4.01%,5.68%,"9,376.49","$2,792,116.0","101,629,785.0","500,000,000.0"
627,XFT,Footy Cash,0.00007428 BTC,$0.59,-2.3%,-34.3%,"2,856.39","$2,717,985.0","4,579,179.0",Unknown
628,NDC,NEVERDIE,0.00000817 BTC,$0.06,-4.5%,-9.59%,"3,033.58","$2,675,401.0","41,004,200.0",Unknown
629,42,42-coin,7.96098 BTC,$6361,0.32%,-6.1%,"4,595.63","$2,671,769.0",42.0,Unknown
630,DP,DigitalPrice,0.00001806 BTC,$0.14,-2.81%,-21.12%,"11,300.3","$2,643,280.0","18,317,949.0",Unknown
631,ITT,Intelligent Trading Tech,0.00003361 BTC,$0.26,-32.16%,-25.67%,"10,804.8","$2,631,979.0","9,799,899.0",Unknown
632,MBRS,Embers,0.00000657 BTC,$0.05,-7.02%,-29.5%,"2,369.46","$2,625,985.0","50,000,000.0",Unknown
633,DAY,Chronologic,0.00053646 BTC,$4.28,-12.68%,-34.09%,"1,514.55","$2,620,710.0","611,355.0",Unknown
634,CBX,Crypto Bullion,0.00032009 BTC,$2.55,-3.78%,-18.3%,"3,785.46","$2,579,910.0","1,008,672.0",Unknown
635,IFLT,InflationCoin,0.000000009 BTC,$0.00,-4.73%,-13.38%,"1,788.57","$2,536,190.0","37,034,343,759.0",Unknown
636,V,Version,0.00000066 BTC,$0.00,-5.2%,-19.77%,"1,923.36","$2,516,632.0","479,155,915.0",Unknown
637,QBIC,Qbic,0.00151509 BTC,$12.1,-2.65%,-16.26%,"161,191.0","$2,502,797.0","206,730.0","52,500,000.0"
638,EPY,Emphy,0.00004066 BTC,$0.32,-4.5%,-16.19%,"3,446.67","$2,484,569.0","7,646,898.0",Unknown
639,LDOGE,LiteDoge,0.00000002 BTC,$0.00,-27.92%,-17.54%,"24,058.8","$2,432,522.0","14,937,379,538.0",Unknown
640,NOBL,NobleCoin,0.00000013 BTC,$0.00,-6.84%,-31.14%,"68,534.0","$2,411,616.0","2,321,562,431.0",Unknown
641,INFX,Influxcoin,0.00017833 BTC,$1.42,-5.25%,27.13%,"29,207.4","$2,384,571.0","1,673,383.0",Unknown
642,CDX,Commodity Ad Network,0.00000905 BTC,$0.07,-8.19%,-20.97%,"2,222.17","$2,352,971.0","32,550,000.0",Unknown
643,RIYA,Etheriya,0.00018501 BTC,$1.47,-20.46%,-17.83%,"14,444.3","$2,338,120.0","1,581,531.0","100,000,000.0"
644,ACC,Accelerator Network,0.00107901 BTC,$8.62,-8.22%,-3.52%,"4,220.67","$2,304,728.0","267,308.0",Unknown
645,UIS,Unitus,0.00000595 BTC,$0.04,0.02%,-18.02%,"12,929.0","$2,224,411.0","46,785,866.0",Unknown
646,MOIN,Moin,0.00003733 BTC,$0.29,-6.32%,-25.42%,"11,504.1","$2,208,597.0","7,404,418.0",Unknown
647,DCY,Dinastycoin,0.00000018 BTC,$0.00,-3.71%,-10.5%,"11,939.3","$2,128,015.0","1,477,275,485.0",Unknown
648,CMPCO,CampusCoin,0.00000078 BTC,$0.00,-2.59%,-15.0%,"16,147.4","$2,118,878.0","338,015,047.0","1,010,000,000.0"
649,FJC,FujiCoin,0.00000020 BTC,$0.00,-4.44%,-12.82%,"3,347.25","$2,060,326.0","1,294,515,996.0","10,000,000,000.0"
650,ARC,ArcticCoin,0.00001045 BTC,$0.08,-2.22%,-14.07%,"10,799.6","$2,057,939.0","24,634,585.0",Unknown
651,ELE,Elementrem,0.00000990 BTC,$0.07,-3.78%,-14.16%,"2,036.66","$2,054,323.0","25,968,722.0",Unknown
652,BTA,Bata,0.00005097 BTC,$0.40,-3.96%,-13.7%,"13,996.6","$2,035,040.0","4,997,015.0","10,000,000.0"
653,SCT,Soma,0.00006267 BTC,$0.50,-8.32%,-30.4%,"26,505.5","$2,017,611.0","4,028,888.0",Unknown
654,CRM,Cream,0.00000559 BTC,$0.04,-2.8%,-13.73%,"249,996.0","$2,009,686.0","45,029,119.0","100,000,000.0"
655,CNT,Centurion,0.00000339 BTC,$0.02,-2.63%,-22.04%,"2,016.21","$1,998,744.0","73,877,869.0","250,000,000.0"
656,UNB,UnbreakableCoin,0.00010925 BTC,$0.87,-3.12%,-14.51%,"1,644,540.0","$1,988,809.0","2,278,150.0",Unknown
657,EMV,Ethereum Movie Venture,0.00003777 BTC,$0.30,-4.5%,-32.84%,704.668,"$1,981,603.0","6,566,666.0",Unknown
658,WDC,WorldCoin,0.00000209 BTC,$0.01,-3.83%,-12.16%,"3,234.72","$1,972,461.0","117,879,919.0",Unknown
659,UNIFY,Unify,0.00001348 BTC,$0.10,-3.64%,-19.82%,"20,001.3","$1,921,059.0","17,838,623.0","19,276,800.0"
660,LINX,Linx,0.00001444 BTC,$0.11,-3.69%,-25.66%,"14,807.2","$1,920,507.0","16,645,495.0","100,000,000.0"
661,POP,PopularCoin,0.00000007 BTC,$0.00,12.25%,-3.75%,"12,417.8","$1,910,370.0","3,411,740,055.0","4,999,999,999.0"
662,SCORE,Scorecoin,0.00000567 BTC,$0.04,-5.44%,-12.8%,"3,904.97","$1,890,091.0","41,737,500.0","58,800,000.0"
663,GIM,Gimli,0.00000291 BTC,$0.02,-4.5%,-34.06%,"1,021.93","$1,862,800.0","80,000,000.0","150,000,000.0"
664,MZC,MazaCoin,0.00000022 BTC,$0.00,-3.78%,-10.43%,"6,953.44","$1,855,244.0","1,055,345,280.0",Unknown
665,FLT,FlutterCoin,0.00000053 BTC,$0.00,-3.78%,-26.09%,"5,863.48","$1,848,391.0","436,450,711.0",Unknown
666,RNS,Renos,0.00000686 BTC,$0.05,-0.32%,-2.13%,"2,649.39","$1,828,737.0","33,356,077.0",Unknown
667,QBC,Quebecoin,0.00001500 BTC,$0.11,67.14%,923.61%,"208,464.0","$1,827,777.0","15,249,268.0","42,000,000.0"
668,SIFT,Smart Investment Fund Token,0.0003111 BTC,$2.48,-4.5%,-16.62%,"1,058.63","$1,797,151.0","722,935.0","722,935.0"
669,HTC,HitCoin,0.00000002 BTC,$0.00,22.58%,-14.49%,"7,367.72","$1,757,355.0","10,996,318,099.0",Unknown
670,KBR,Kubera Coin,0.00000191 BTC,$0.01,-6.76%,-17.05%,"157,121.0","$1,748,903.0","114,423,294.0",Unknown
671,SKIN,SkinCoin,0.00000248 BTC,$0.01,-11.23%,-14.84%,"8,449.2","$1,747,373.0","88,183,483.0",Unknown
672,INSN,InsaneCoin,0.00001180 BTC,$0.09,-3.64%,-18.67%,"2,831.49","$1,734,237.0","18,386,269.0","30,000,000.0"
673,RKC,Royal Kingdom Coin,0.00007976 BTC,$0.63,-2.09%,-22.14%,"29,199.4","$1,720,767.0","2,700,000.0",Unknown
674,EBET,EthBet,0.00002437 BTC,$0.19,-8.12%,-30.93%,"4,429.21","$1,655,471.0","8,502,500.0",Unknown
675,AU,AurumCoin,0.00069448 BTC,$5.54,-42.07%,-11.0%,"15,238.4","$1,650,698.0","297,456.0","300,000.0"
676,CDN,Canada eCoin,0.00000210 BTC,$0.01,-3.77%,-10.51%,"2,627.8","$1,633,006.0","97,415,544.0",Unknown
677,ACE,Ace,0.00005259 BTC,$0.42,-3.42%,-15.11%,"341,241.0","$1,610,291.0","3,832,073.0",Unknown
678,SKC,Skeincoin,0.00001502 BTC,$0.12,-9.22%,-21.83%,"14,301.0","$1,593,195.0","13,274,415.0",Unknown
679,ATS,Authorship,0.00000249 BTC,$0.01,-6.3%,-9.69%,"5,843.53","$1,593,168.0","80,000,000.0",Unknown
680,GRWI,Growers International,0.00016616 BTC,$1.32,-3.78%,-15.15%,"2,955.03","$1,560,171.0","1,175,066.0",Unknown
681,BYC,Bytecent,0.00009840 BTC,$0.78,-3.96%,-18.32%,"9,973.41","$1,558,912.0","1,982,637.0",Unknown
682,XCN,Cryptonite,0.00000050 BTC,$0.00,-4.06%,-12.02%,"1,480.92","$1,557,639.0","389,864,863.0",Unknown
683,MBI,Monster Byte,0.00001149 BTC,$0.09,-3.96%,-20.68%,"1,886.75","$1,544,542.0","16,822,736.0",Unknown
684,CTX,CarTaxi Token,0.00000318 BTC,$0.02,-6.12%,-15.99%,"3,684.54","$1,541,599.0","60,594,811.0",Unknown
685,LGD,Legends Room,0.00009600 BTC,$0.76,-3.16%,-17.78%,"47,695.0","$1,534,172.0","2,000,000.0",Unknown
686,FST,Fastcoin,0.00000122 BTC,$0.00,-3.65%,-18.27%,"3,118.0","$1,532,468.0","156,913,424.0","165,888,000.0"
687,FUCK,FuckToken,0.00000370 BTC,$0.02,-27.9%,-38.75%,"8,025.24","$1,520,340.0","51,392,877.0",Unknown
688,ZENI,Zennies,0.00000019 BTC,$0.00,-3.14%,-18.08%,"48,554.2","$1,519,464.0","1,000,812,836.0",Unknown
689,PIPL,PiplCoin,0.00000225 BTC,$0.01,-4.09%,-21.45%,618.729,"$1,498,767.0","83,444,258.0","7,531,907,537.0"
690,DGC,Digitalcoin,0.00000659 BTC,$0.05,-4.61%,-16.53%,"1,093.08","$1,474,138.0","28,014,473.0","48,166,000.0"
691,XLC,LeviarCoin,0.00001741 BTC,$0.13,-3.09%,-34.73%,"2,406.54","$1,470,338.0","10,568,996.0","54,000,000.0"
692,CJ,Cryptojacks,0.00000045 BTC,$0.00,-6.46%,-18.26%,"13,644.6","$1,462,281.0","406,568,581.0",Unknown
693,BRO,Bitradio,0.00002983 BTC,$0.23,-3.81%,-19.33%,"1,059.65","$1,451,452.0","6,089,098.0",Unknown
694,LANA,LanaCoin,0.00000021 BTC,$0.00,-4.21%,-4.89%,"4,386.28","$1,441,627.0","864,979,960.0",Unknown
695,BTCS,Bitcoin Scrypt,0.00001077 BTC,$0.08,0.98%,-10.94%,888.584,"$1,433,706.0","16,659,475.0",Unknown
696,HODL,HOdlcoin,0.00000108 BTC,$0.00,-3.11%,15.9%,"1,211.11","$1,418,266.0","164,342,925.0",Unknown
697,MEC,Megacoin,0.00000482 BTC,$0.03,-3.78%,-16.82%,"8,663.45","$1,416,031.0","36,772,481.0","42,000,000.0"
698,BLAS,BlakeStar,0.00000061 BTC,$0.00,-1.99%,-16.3%,"5,800.22","$1,359,342.0","278,858,193.0","2,400,000,000.0"
699,ZET,Zetacoin,0.00000101 BTC,$0.00,-3.71%,-17.58%,"2,703.97","$1,355,883.0","167,507,949.0",Unknown
700,KLN,Kolion,0.00028248 BTC,$2.25,-1.99%,-14.84%,"52,973.1","$1,354,320.0","600,000.0",Unknown
701,ECASH,Ethereum Cash,0.00001189 BTC,$0.09,-6.54%,-19.88%,"32,894.1","$1,339,930.0","14,100,000.0",Unknown
702,BTWTY,Bit20,165.038 BTC,$1318,11.19%,26.83%,609.79,"$1,339,860.0",1.0,Unknown
703,TTC,TittieCoin,0.00000013 BTC,$0.00,-7.94%,-13.87%,"2,637.23","$1,323,777.0","1,259,816,434.0",Unknown
704,JET,Jetcoin,0.00002427 BTC,$0.19,-24.04%,-39.91%,"39,097.9","$1,323,283.0","6,823,721.0",Unknown
705,DFS,DFSCoin,0.00000982 BTC,$0.07,-3.31%,-22.98%,"22,184.2","$1,322,655.0","16,850,202.0","210,000,000.0"
706,NET,NetCoin,0.00000021 BTC,$0.00,1.03%,-10.73%,"1,155.82","$1,320,830.0","787,126,712.0",Unknown
707,KOBO,Kobocoin,0.00000661 BTC,$0.05,-4.36%,-5.4%,"2,954.21","$1,304,146.0","24,700,248.0",Unknown
708,XCPO,Copico,0.00001008 BTC,$0.08,-7.11%,-25.68%,"12,790.4","$1,268,550.0","15,746,668.0",Unknown
709,EBCH,eBitcoinCash,0.00001699 BTC,$0.13,-5.15%,-11.36%,"2,706.9","$1,260,599.0","9,285,500.0","21,000,000.0"
710,DSR,Desire,0.0001555 BTC,$1.24,-2.48%,-12.55%,"29,685.9","$1,258,222.0","1,012,637.0",Unknown
711,ORB,Orbitcoin,0.00004981 BTC,$0.39,-5.08%,-17.44%,"1,180.98","$1,248,206.0","3,136,078.0",Unknown
712,ETG,Ethereum Gold,0.00001300 BTC,$0.10,-5.18%,-21.27%,"22,405.6","$1,247,016.0","12,000,000.0",Unknown
713,MCRN,MACRON,0.00000038 BTC,$0.00,-19.8%,-46.38%,"2,430.52","$1,215,299.0","401,421,401.0",Unknown
714,SMC,SmartCoin,0.00000637 BTC,$0.05,-5.32%,-18.62%,"1,068.18","$1,215,097.0","23,863,935.0",Unknown
715,CCT,Crystal Clear ,0.00002934 BTC,$0.23,-50.09%,57.72%,"61,866.6","$1,200,988.0","5,123,099.0","10,000,000.0"
716,MAC,Machinecoin,0.00000736 BTC,$0.05,-3.03%,-15.77%,"1,252.01","$1,200,206.0","20,395,750.0",Unknown
717,PIGGY,Piggycoin,0.00000031 BTC,$0.00,-4.55%,-10.74%,515.479,"$1,192,515.0","489,245,018.0",Unknown
718,MRT,Miners' Reward Token,0.00001469 BTC,$0.11,-2.99%,-12.21%,"10,895.4","$1,173,820.0","10,000,000.0",Unknown
719,EL,Elcoin,0.00001304 BTC,$0.10,-2.66%,-2.59%,"7,492.56","$1,167,560.0","11,208,967.0",Unknown
720,BTB,BitBar,0.0040113 BTC,$32.0,-3.79%,-16.47%,"1,048.59","$1,157,507.0","36,112.0",Unknown
721,Q2C,QubitCoin,0.00000057 BTC,$0.00,-3.96%,-20.05%,"1,088.36","$1,131,379.0","248,399,285.0",Unknown
722,DRXNE,DROXNE,0.00000210 BTC,$0.01,1.11%,-19.1%,"8,138.21","$1,116,737.0","66,550,072.0",Unknown
723,CFT,CryptoForecast,0.00000299 BTC,$0.02,-20.08%,-29.58%,"2,779.89","$1,100,693.0","46,000,000.0",Unknown
724,SUR,Suretly,0.00061373 BTC,$4.90,-4.06%,-19.02%,"11,896.4","$1,086,110.0","221,469.0",Unknown
725,DEM,Deutsche eMark,0.00000395 BTC,$0.03,-1.41%,-3.97%,860.292,"$1,084,098.0","34,357,251.0",Unknown
726,CCRB,CryptoCarbon,0.00003798 BTC,$0.30,-2.41%,-32.26%,"13,737.0","$1,081,029.0","3,562,111.0","70,000,000.0"
727,RBT,Rimbit,0.00000068 BTC,$0.00,-9.22%,9.97%,"115,898.0","$1,075,894.0","197,581,050.0",Unknown
728,B@,Bankcoin,0.00001293 BTC,$0.10,-2.71%,67.27%,"1,498.08","$1,063,120.0","10,291,781.0",Unknown
729,WTT,Giga Watt Token,0.00014686 BTC,$1.17,1.49%,2.58%,"43,647.8","$1,056,159.0","900,000.0",Unknown
730,STN,Steneum Coin,0.00006083 BTC,$0.48,-2.69%,-20.06%,"13,995.8","$1,040,569.0","2,140,600.0","20,000,000.0"
731,FC2,FuelCoin,0.00000128 BTC,$0.01,-3.78%,-15.62%,"1,083.14","$1,039,965.0","101,677,234.0",Unknown
732,NETKO,Netko,0.00002680 BTC,$0.21,-3.64%,-10.72%,"1,126.31","$1,014,938.0","4,739,490.0",Unknown
733,BTCRED,Bitcoin Red,0.00000597 BTC,$0.04,-1.58%,-18.51%,"10,790.8","$974,868.0","20,450,001.0",Unknown
734,GB,GoldBlocks,0.00000790 BTC,$0.06,-2.44%,-18.97%,"2,942.16","$968,355.0","15,339,957.0",Unknown
735,BPC,Bitpark Coin,0.00000161 BTC,$0.01,-3.98%,-27.95%,996.673,"$965,033.0","75,000,000.0",Unknown
736,ENT,Eternity,0.00002904 BTC,$0.23,-3.78%,-14.71%,"4,398.96","$958,882.0","4,132,237.0",Unknown
737,MDC,Madcoin,0.00006575 BTC,$0.52,-3.72%,-12.05%,"9,996.87","$955,982.0","1,819,612.0","3,942,000.0"
738,MNE,Minereum,0.00005777 BTC,$0.46,-4.5%,-16.44%,"4,780.65","$954,826.0","2,068,352.0",Unknown
739,ATOM,Atomic Coin,0.00000848 BTC,$0.06,-4.12%,-14.71%,"2,014.32","$942,852.0","13,909,511.0","252,000,000.0"
740,HPC,Happycoin,0.00000874 BTC,$0.06,-4.21%,-23.5%,"7,316.14","$935,169.0","13,384,128.0","100,000,000.0"
741,CPC,Capricoin,0.00005763 BTC,$0.46,-8.72%,-23.12%,"182,096.0","$916,366.0","1,990,045.0","205,000,000.0"
742,NEWB,Newbium,0.00000229 BTC,$0.01,-3.82%,-12.26%,"1,799.21","$915,840.0","50,000,000.0",Unknown
743,TROLL,Trollcoin,0.00000020 BTC,$0.00,-3.16%,-12.71%,714.177,"$907,618.0","568,811,016.0",Unknown
744,NIMFA,Nimfamoney,0.00025518 BTC,$2.03,-4.5%,-26.14%,601.904,"$899,995.0","441,380.0",Unknown
745,KURT,Kurrent,0.00000183 BTC,$0.01,-3.74%,-14.14%,967.369,"$897,092.0","61,364,813.0","228,000,000.0"
746,GUN,Guncoin,0.00000055 BTC,$0.00,-13.42%,-9.89%,974.275,"$883,758.0","201,088,528.0","500,000,000.0"
747,XPD,PetroDollar,0.00000172 BTC,$0.01,-3.4%,-13.23%,"5,853.67","$881,136.0","63,993,275.0",Unknown
748,TRI,Triangles,0.00105005 BTC,$8.39,-4.65%,-18.7%,643.999,"$877,258.0","104,552.0",Unknown
749,CFD,Confido,0.00001204 BTC,$0.09,-5.08%,-20.79%,"3,862.72","$866,155.0","9,000,000.0","15,000,000.0"
750,VIDZ,PureVidz,0.00000086 BTC,$0.00,-2.44%,-10.45%,"2,130.06","$860,068.0","125,279,775.0",Unknown
751,XPTX,PlatinumBAR,0.00019604 BTC,$1.56,-4.44%,-4.34%,"1,575.54","$853,533.0","544,863.0",Unknown
752,IETH,iEthereum,0.00000593 BTC,$0.04,-2.77%,-24.5%,"2,778.12","$852,608.0","17,982,000.0",Unknown
753,OTX,Octanox,0.00001250 BTC,$0.09,-3.71%,-17.0%,"2,170.03","$849,009.0","8,500,001.0",Unknown
754,TRUMP,TrumpCoin,0.00001622 BTC,$0.12,-3.98%,-25.13%,"6,863.76","$848,876.0","6,551,081.0",Unknown
755,VISIO,Visio,0.00000207 BTC,$0.01,-5.38%,-16.56%,"1,896.38","$844,385.0","50,930,068.0",Unknown
756,NUKO,Nekonium,0.00001175 BTC,$0.09,14.64%,7.1%,"1,028.76","$843,936.0","8,988,522.0",Unknown
757,HERO,Sovereign Hero,0.0221138 BTC,$176.,0.91%,2.32%,"2,339.76","$843,408.0","4,773.0",Unknown
758,RLT,RouletteToken,0.00001030 BTC,$0.08,-4.47%,-17.65%,"90,685.4","$841,006.0","10,217,238.0",Unknown
759,NYAN,Nyancoin,0.00000033 BTC,$0.00,-4.24%,-20.1%,997.231,"$840,777.0","318,929,301.0","337,000,000.0"
760,TKR,CryptoInsight,0.00000817 BTC,$0.06,9.27%,-4.63%,"3,444.72","$817,528.0","12,529,747.0",Unknown
761,MNM,Mineum,0.00001075 BTC,$0.08,28.36%,60.92%,"6,627.23","$810,467.0","9,436,367.0",Unknown
762,GLT,GlobalToken,0.00000360 BTC,$0.02,1.23%,-18.42%,"17,363.8","$805,143.0","27,971,200.0",Unknown
763,XCXT,CoinonatX,0.00000552 BTC,$0.04,-11.06%,-31.85%,"16,297.6","$801,386.0","18,161,196.0","48,252,000.0"
764,UTC,UltraCoin,0.00000218 BTC,$0.01,-2.44%,-21.72%,"1,038.74","$795,209.0","45,650,006.0",Unknown
765,GRLC,Garlicoin,0.00006479 BTC,$0.51,-6.82%,-17.93%,"37,534.5","$773,397.0","1,493,869.0","69,000,000.0"
766,SAGA,SagaCoin,0.0004359 BTC,$3.48,-3.1%,-20.13%,"100,329.0","$772,513.0","221,789.0","42,000,000.0"
767,XJO,Joulecoin,0.00000274 BTC,$0.02,-14.43%,-2.37%,"24,926.8","$763,446.0","34,932,811.0",Unknown
768,TIT,Titcoin,0.00000191 BTC,$0.01,15.41%,0.92%,"1,233.33","$763,168.0","49,898,202.0",Unknown
769,SUPER,SuperCoin,0.00000199 BTC,$0.01,-2.75%,16.06%,901.742,"$762,020.0","48,003,671.0",Unknown
770,MOJO,MojoCoin,0.00000773 BTC,$0.06,-8.32%,-41.2%,"8,734.0","$751,597.0","12,161,874.0",Unknown
771,BLC,Blakecoin,0.00000620 BTC,$0.04,-8.22%,-14.28%,603.08,"$749,212.0","15,122,697.0",Unknown
772,HAT,Hawala.Today,0.00125593 BTC,$10.0,-5.4%,-21.01%,"539,899.0","$746,371.0","74,372.0",Unknown
773,AMS,AmsterdamCoin,0.00000179 BTC,$0.01,-3.78%,24.64%,"3,504.72","$716,883.0","50,201,886.0",Unknown
774,TOKC,TOKYO,0.00000077 BTC,$0.00,4.91%,4.78%,"17,643.6","$714,250.0","115,637,039.0",Unknown
775,BBP,BiblePay,0.00000023 BTC,$0.00,-3.24%,-48.54%,"8,103.3","$705,462.0","389,771,109.0",Unknown
776,BUCKS,SwagBucks,0.00025055 BTC,$2.00,-1.27%,-17.08%,560.653,"$703,957.0","351,618.0",Unknown
777,888,OctoCoin,0.00000166 BTC,$0.01,-3.96%,-7.27%,"5,987.16","$692,151.0","52,180,734.0",Unknown
778,XBL,Billionaire Token,0.00002575 BTC,$0.20,-3.81%,-20.75%,"7,667.03","$672,447.0","3,268,274.0","3,315,372.0"
779,SGR,Sugar Exchange,0.00002383 BTC,$0.19,-0.78%,4.66%,"12,544.7","$666,351.0","3,500,000.0",Unknown
780,PAK,Pakcoin,0.00000172 BTC,$0.01,1.6%,-13.16%,"1,092.09","$659,718.0","48,093,550.0","182,000,000.0"
781,POS,PoSToken,0.00008769 BTC,$0.70,-3.9%,-8.05%,"3,533.77","$654,874.0","934,570.0",Unknown
782,DAXX,DaxxCoin,0.00000016 BTC,$0.00,-9.44%,-16.39%,"7,226.43","$645,750.0","505,079,770.0",Unknown
783,AMMO,Ammo Reloaded,0.00000101 BTC,$0.00,-3.78%,-13.89%,871.772,"$627,712.0","77,777,777.0",Unknown
784,NTO,Fujinto,0.00000119 BTC,$0.00,4.48%,-11.56%,"2,070.56","$627,376.0","65,802,448.0",Unknown
785,PR,Prototanium,0.00039268 BTC,$3.13,-0.03%,-11.56%,575.386,"$615,946.0","196,300.0",Unknown
786,DSH,Dashcoin,0.00000427 BTC,$0.03,-3.8%,-14.4%,"1,045.1","$599,521.0","17,574,970.0",Unknown
787,ACC,AdCoin,0.00001330 BTC,$0.10,-0.95%,-29.27%,"3,511.74","$596,277.0","5,610,277.0",Unknown
788,8BIT,8Bit,0.00005015 BTC,$0.40,-3.71%,-10.75%,886.568,"$588,209.0","1,467,841.0",Unknown
789,CUBE,DigiCube,0.00000003 BTC,$0.00,-3.71%,12.65%,"2,109.68","$582,310.0","2,429,126,009.0",Unknown
790,XHI,HiCoin,0.00000038 BTC,$0.00,-3.7%,-18.48%,"8,347.41","$577,477.0","189,729,990.0",Unknown
791,ASAFE2,AllSafe,0.00000865 BTC,$0.06,3.17%,-17.77%,"18,998.4","$566,577.0","8,200,310.0","15,000,000.0"
792,ARI,Aricoin,0.00000050 BTC,$0.00,-5.59%,-22.98%,694.517,"$560,395.0","140,262,505.0",Unknown
793,LTB,LiteBar,0.00008001 BTC,$0.63,20.87%,4.52%,"2,418.84","$552,050.0","863,479.0",Unknown
794,TRK,Truckcoin,0.00000041 BTC,$0.00,-14.57%,-16.53%,"3,318.61","$551,268.0","168,265,994.0",Unknown
795,CNO,Coin(O),0.00000065 BTC,$0.00,-10.82%,-36.36%,"4,992.79","$546,404.0","105,200,384.0",Unknown
796,EOT,EOT Token,0.00000344 BTC,$0.02,3.27%,10.31%,"54,554.1","$546,387.0","19,897,361.0","200,000,000.0"
