,symbol,name,price_btc,price_usd,percent_change_1h,percent_change_24h,volume_usd_24h,market_cap_usd,available_supply,max_supply
0,BTC,Bitcoin,1.0 BTC,$8126,-2.46%,-12.64%,"6,429,920,000.0","$136,887,978,153.0","16,845,512.0","21,000,000.0"
1,ETH,Ethereum,0.102978 BTC,$822.,-3.78%,-15.31%,"2,628,890,000.0","$80,156,740,080.0","97,411,775.0",Unknown
2,XRP,Ripple,0.00010218 BTC,$0.81,-1.2%,-12.54%,"1,146,970,000.0","$31,851,570,861.0","39,009,215,838.0","100,000,000,000.0"
3,BCH,Bitcoin Cash,0.139722 BTC,$1116,-3.03%,-12.82%,"612,047,000.0","$18,923,384,971.0","16,949,300.0","21,000,000.0"
4,ADA,Cardano,0.00004786 BTC,$0.38,-1.4%,-13.23%,"805,387,000.0","$9,915,289,586.0","25,927,070,538.0","45,000,000,000.0"
5,LTC,Litecoin,0.0177963 BTC,$142.,-4.12%,-10.5%,"979,483,000.0","$7,830,972,799.0","55,068,583.0","84,000,000.0"
6,XLM,Stellar,0.00004681 BTC,$0.37,-2.12%,-15.25%,"226,006,000.0","$6,894,720,928.0","18,431,238,746.0",Unknown
7,NEO,NEO,0.0128876 BTC,$102.,-3.23%,-16.53%,"180,207,000.0","$6,693,765,000.0","65,000,000.0",Unknown
8,EOS,EOS,0.00107799 BTC,$8.61,-1.31%,-13.85%,"548,670,000.0","$5,578,304,121.0","647,595,578.0","1,000,000,000.0"
9,XEM,NEM,0.00006862 BTC,$0.54,-1.67%,-13.34%,"41,250,600.0","$4,935,194,999.0","8,999,999,999.0",Unknown
10,MIOTA,IOTA,0.00021237 BTC,$1.69,-3.2%,-14.41%,"52,525,700.0","$4,716,918,481.0","2,779,530,283.0","2,779,530,283.0"
11,DASH,Dash,0.0679839 BTC,$543.,-5.27%,-14.83%,"78,248,300.0","$4,272,339,962.0","7,864,597.0","18,900,000.0"
12,XMR,Monero,0.0274511 BTC,$219.,-4.44%,-13.51%,"44,837,200.0","$3,440,225,047.0","15,683,510.0",Unknown
13,TRX,TRON,0.00000462 BTC,$0.03,-3.54%,-18.52%,"160,121,000.0","$2,427,640,235.0","65,748,192,475.0",Unknown
14,LSK,Lisk,0.00240721 BTC,$19.2,-3.4%,-18.36%,"32,168,500.0","$2,264,411,292.0","117,722,264.0",Unknown
15,USDT,Tether,0.00012346 BTC,$0.98,-1.39%,-1.46%,"2,250,990,000.0","$2,187,207,195.0","2,217,140,814.0",Unknown
16,VEN,VeChain,0.00054651 BTC,$4.36,-5.56%,-22.87%,"56,356,500.0","$2,039,742,926.0","467,084,254.0",Unknown
17,ETC,Ethereum Classic,0.00254015 BTC,$20.2,-3.93%,-16.67%,"205,009,000.0","$2,022,013,892.0","99,618,864.0",Unknown
18,QTUM,Qtum,0.00321933 BTC,$25.7,-2.19%,-14.86%,"204,938,000.0","$1,899,961,642.0","73,857,772.0",Unknown
19,BTG,Bitcoin Gold,0.0127914 BTC,$102.,-2.06%,-11.35%,"52,791,400.0","$1,717,646,963.0","16,804,749.0","21,000,000.0"
20,PPT,Populous,0.00552528 BTC,$44.1,-3.92%,-27.23%,"5,432,990.0","$1,633,753,690.0","37,004,027.0","53,252,246.0"
21,XRB,Nano,0.00148187 BTC,$11.8,-6.29%,-28.17%,"25,379,000.0","$1,577,819,642.0","133,248,289.0","133,248,290.0"
22,ICX,ICON,0.0005139 BTC,$4.10,-5.61%,-27.13%,"48,126,600.0","$1,566,582,570.0","381,495,014.0",Unknown
23,OMG,OmiseGO,0.00148978 BTC,$11.9,-2.89%,-16.01%,"32,872,700.0","$1,214,745,149.0","102,042,552.0",Unknown
24,ZEC,Zcash,0.0426 BTC,$340.,-4.18%,-14.51%,"44,403,800.0","$1,091,763,904.0","3,207,269.0",Unknown
25,STEEM,Steem,0.00047258 BTC,$3.77,-1.66%,-14.07%,"42,511,300.0","$938,367,187.0","248,493,123.0",Unknown
26,BNB,Binance Coin,0.00102868 BTC,$8.21,-2.48%,-17.54%,"47,375,700.0","$813,876,267.0","99,014,000.0",Unknown
27,BCN,Bytecoin,0.00000053 BTC,$0.00,-4.37%,-17.64%,"2,731,080.0","$777,578,252.0","183,706,951,782.0","184,470,000,000.0"
28,STRAT,Stratis,0.00095827 BTC,$7.65,-4.57%,-22.73%,"12,633,900.0","$755,981,818.0","98,727,716.0",Unknown
29,XVG,Verge,0.00000643 BTC,$0.05,-5.21%,-22.16%,"27,725,100.0","$748,267,575.0","14,555,214,668.0","16,555,000,000.0"
30,SC,Siacoin,0.00000285 BTC,$0.02,-4.24%,-22.77%,"17,582,100.0","$733,012,686.0","32,182,143,672.0",Unknown
31,SNT,Status,0.00002592 BTC,$0.20,-0.12%,1.01%,"916,533,000.0","$718,844,777.0","3,470,483,788.0",Unknown
32,BTS,BitShares,0.00003278 BTC,$0.26,-6.89%,-23.63%,"19,043,400.0","$683,001,097.0","2,607,820,000.0","3,600,570,502.0"
33,DGD,DigixDAO,0.0405857 BTC,$324.,-4.17%,-17.73%,"88,713,600.0","$648,614,000.0","2,000,000.0",Unknown
34,MKR,Maker,0.12927 BTC,$1032,-4.09%,-14.96%,"508,229.0","$638,604,557.0","618,228.0",Unknown
35,VERI,Veritaseum,0.0377872 BTC,$301.,-5.4%,-14.78%,"481,792.0","$614,954,907.0","2,036,645.0",Unknown
36,AE,Aeternity,0.00031456 BTC,$2.51,-0.61%,-13.28%,"3,753,080.0","$585,699,287.0","233,020,472.0",Unknown
37,WAVES,Waves,0.00070277 BTC,$5.61,-3.78%,-16.78%,"23,545,200.0","$561,556,000.0","100,000,000.0",Unknown
38,ZRX,0x,0.00013707 BTC,$1.09,-6.73%,-23.82%,"10,455,000.0","$553,268,844.0","505,134,570.0",Unknown
39,WTC,Walton,0.00273079 BTC,$21.8,-6.55%,-24.68%,"14,110,200.0","$543,300,652.0","24,898,178.0","100,000,000.0"
40,KCS,KuCoin Shares,0.00074523 BTC,$5.95,-3.53%,-24.14%,"2,565,720.0","$542,149,682.0","91,043,076.0",Unknown
41,REP,Augur,0.00606286 BTC,$48.4,-1.51%,-20.67%,"5,776,160.0","$532,909,300.0","11,000,000.0",Unknown
42,RHOC,RChain,0.00017864 BTC,$1.42,-7.86%,-19.3%,"759,112.0","$491,273,286.0","344,166,289.0","1,000,000,000.0"
43,DOGE,Dogecoin,0.00000054 BTC,$0.00,-4.36%,-18.46%,"12,094,800.0","$485,977,078.0","113,063,150,489.0",Unknown
44,DCR,Decred,0.00890319 BTC,$71.1,-4.23%,-19.87%,"1,284,580.0","$476,151,311.0","6,692,933.0","21,000,000.0"
45,HSR,Hshare,0.00127107 BTC,$10.1,-2.85%,-15.45%,"67,831,100.0","$432,503,227.0","42,583,046.0","84,000,000.0"
46,ARDR,Ardor,0.00005377 BTC,$0.42,-1.54%,-18.67%,"18,632,600.0","$429,209,144.0","998,999,495.0","998,999,495.0"
47,KNC,Kyber Network,0.00039832 BTC,$3.18,-4.63%,-16.87%,"11,265,500.0","$426,929,620.0","134,132,697.0",Unknown
48,KMD,Komodo,0.00050489 BTC,$4.03,-6.42%,-18.91%,"2,720,760.0","$414,604,611.0","102,766,080.0",Unknown
49,ARK,Ark,0.00050208 BTC,$4.01,-5.84%,-18.89%,"1,963,870.0","$393,096,012.0","97,981,284.0",Unknown
50,GAS,Gas,0.00501277 BTC,$40.0,-5.24%,-23.57%,"12,219,800.0","$386,526,055.0","9,649,786.0","100,000,000.0"
51,ZIL,Zilliqa,0.00000739 BTC,$0.05,-3.98%,-23.41%,"10,601,200.0","$384,426,051.0","6,508,988,220.0",Unknown
52,DCN,Dentacoin,0.00000015 BTC,$0.00,-2.04%,-20.29%,"975,691.0","$377,324,664.0","325,226,613,094.0","8,000,000,000,000.0"
53,LRC,Loopring,0.00008146 BTC,$0.65,-4.05%,-20.66%,"3,056,530.0","$365,294,963.0","561,202,251.0",Unknown
54,ETN,Electroneum,0.00000757 BTC,$0.06,-3.83%,-20.39%,"2,360,610.0","$364,751,721.0","6,033,910,841.0","21,000,000,000.0"
55,BAT,Basic Attention Token,0.00004543 BTC,$0.36,-6.13%,-20.51%,"7,519,920.0","$363,031,000.0","1,000,000,000.0",Unknown
56,DRGN,Dragonchain,0.0001825 BTC,$1.45,-8.96%,-29.32%,"2,391,430.0","$347,690,715.0","238,421,940.0",Unknown
57,DGB,DigiByte,0.00000440 BTC,$0.03,-6.41%,-21.2%,"3,986,660.0","$344,125,750.0","9,795,501,129.0","21,000,000,000.0"
58,ELF,aelf,0.00016661 BTC,$1.33,-4.09%,-19.56%,"48,817,300.0","$332,822,500.0","250,000,000.0",Unknown
59,GBYTE,Byteball Bytes,0.0615209 BTC,$491.,-4.07%,-24.07%,"811,279.0","$317,186,645.0","645,222.0",Unknown
60,R,Revain,0.0002139 BTC,$1.70,-11.81%,10.46%,"5,767,110.0","$315,269,318.0","184,450,000.0","484,450,000.0"
61,PIVX,PIVX,0.0006946 BTC,$5.55,-3.78%,-19.13%,"4,344,210.0","$308,015,138.0","55,494,823.0",Unknown
62,QASH,QASH,0.00010627 BTC,$0.84,-3.76%,-19.1%,"7,863,180.0","$297,216,500.0","350,000,000.0",Unknown
63,BTM,Bytom,0.00003723 BTC,$0.29,-2.59%,-17.09%,"14,343,700.0","$293,631,513.0","987,000,000.0",Unknown
64,ZCL,ZClassic,0.0113102 BTC,$90.3,-4.65%,-18.08%,"3,098,760.0","$293,029,651.0","3,242,350.0","21,000,000.0"
65,GNT,Golem,0.00004274 BTC,$0.34,-4.66%,-20.61%,"3,453,980.0","$284,897,970.0","834,262,000.0",Unknown
66,NAS,Nebulas,0.00097065 BTC,$7.75,-1.86%,-20.36%,"16,448,400.0","$275,343,680.0","35,500,000.0","100,000,000.0"
67,PLR,Pillar,0.00014973 BTC,$1.19,-3.75%,-16.5%,"539,684.0","$272,056,818.0","227,384,800.0",Unknown
68,BTX,Bitcore,0.00301373 BTC,$24.0,-5.27%,-7.53%,"1,453,370.0","$266,045,569.0","11,047,578.0","21,000,000.0"
69,GXS,GXShares,0.0005538 BTC,$4.42,-1.96%,-11.07%,"11,144,000.0","$265,512,000.0","60,000,000.0","100,000,000.0"
70,IOST,IOStoken,0.00000485 BTC,$0.03,-3.7%,-20.61%,"34,188,100.0","$263,479,659.0","6,794,109,922.0",Unknown
71,DENT,Dent,0.00000310 BTC,$0.02,-4.94%,-24.02%,"8,608,500.0","$262,975,395.0","10,614,760,961.0",Unknown
72,ETHOS,Ethos,0.00042713 BTC,$3.41,-6.1%,-23.93%,"1,527,630.0","$258,029,797.0","75,600,500.0",Unknown
73,CNX,Cryptonex,0.00071056 BTC,$5.67,-2.33%,-16.08%,"159,400.0","$256,061,309.0","45,098,208.0","210,000,000.0"
74,CND,Cindicator,0.00002172 BTC,$0.17,-6.82%,-22.98%,"6,801,030.0","$250,991,171.0","1,445,976,590.0",Unknown
75,SYS,Syscoin,0.00005579 BTC,$0.44,-3.31%,-16.8%,"2,026,660.0","$236,576,492.0","530,723,775.0","888,000,000.0"
76,SMART,SmartCash,0.00004146 BTC,$0.33,-2.97%,-6.94%,"293,286.0","$230,339,651.0","695,327,199.0","5,000,000,000.0"
77,AION,Aion,0.00035855 BTC,$2.86,-7.14%,-21.06%,"3,277,400.0","$227,104,257.0","79,265,735.0",Unknown
78,SALT,SALT,0.00051492 BTC,$4.11,-2.88%,-24.16%,"9,591,390.0","$222,859,673.0","54,164,066.0",Unknown
79,POWR,Power Ledger,0.00007574 BTC,$0.60,-3.1%,-19.58%,"14,631,700.0","$220,172,424.0","363,810,715.0",Unknown
80,FCT,Factom,0.0031105 BTC,$24.8,-5.72%,-24.14%,"4,452,440.0","$217,358,636.0","8,745,102.0",Unknown
81,AGI,SingularityNET,0.00005957 BTC,$0.47,-4.01%,-19.18%,"957,391.0","$216,301,607.0","454,443,782.0",Unknown
82,KIN,Kin,0.00000004 BTC,$0.00,0.56%,-16.6%,"387,475.0","$214,929,049.0","756,097,560,976.0",Unknown
83,MONA,MonaCoin,0.0004692 BTC,$3.74,-2.06%,-15.44%,"2,788,940.0","$214,441,521.0","57,196,150.0",Unknown
84,FUN,FunFair,0.00000601 BTC,$0.04,-5.51%,-20.59%,"5,813,380.0","$212,255,751.0","4,419,085,589.0",Unknown
85,NXT,Nxt,0.00002445 BTC,$0.19,-3.35%,-16.52%,"4,324,750.0","$195,191,602.0","998,999,942.0","1,000,000,000.0"
86,XZC,ZCoin,0.00604013 BTC,$48.2,-6.94%,-20.84%,"5,130,030.0","$194,690,022.0","4,033,806.0",Unknown
87,RDD,ReddCoin,0.00000079 BTC,$0.00,-5.52%,-19.76%,"2,940,010.0","$181,886,902.0","28,740,055,495.0",Unknown
88,PART,Particl,0.00254881 BTC,$20.3,-3.66%,-16.53%,"113,940.0","$180,448,081.0","8,859,957.0",Unknown
89,ENG,Enigma,0.00029568 BTC,$2.36,-5.84%,-22.5%,"2,401,260.0","$176,811,680.0","74,836,171.0",Unknown
90,NXS,Nexus,0.00038865 BTC,$3.10,-4.68%,-21.4%,"593,495.0","$172,108,272.0","55,419,578.0",Unknown
91,MAID,MaidSafeCoin,0.00004724 BTC,$0.37,-4.49%,-22.07%,"2,351,720.0","$170,835,368.0","452,552,412.0",Unknown
92,PAY,TenX,0.00020397 BTC,$1.62,-5.56%,-19.19%,"7,949,360.0","$170,580,143.0","104,661,310.0",Unknown
93,BNT,Bancor,0.00063821 BTC,$5.09,-4.01%,-16.83%,"6,997,340.0","$170,193,043.0","33,372,886.0",Unknown
94,REQ,Request Network,0.00003303 BTC,$0.26,-4.92%,-25.46%,"7,941,300.0","$169,254,594.0","641,378,269.0",Unknown
95,IGNIS,Ignis,0.00002778 BTC,$0.22,-4.9%,-21.93%,"10,259,500.0","$168,964,062.0","761,143,950.0","999,449,694.0"
96,ICN,Iconomi,0.00020682 BTC,$1.65,-4.37%,-19.05%,"1,848,330.0","$164,829,180.0","99,735,687.0",Unknown
97,WAX,WAX,0.00004127 BTC,$0.32,-4.64%,-20.5%,"7,103,450.0","$162,552,252.0","492,954,537.0",Unknown
98,GAME,GameCredits,0.00030061 BTC,$2.40,-4.51%,-21.74%,"2,227,330.0","$154,586,060.0","64,355,352.0","84,000,000.0"
99,GNO,Gnosis,0.0173308 BTC,$138.,-2.9%,-21.2%,"746,120.0","$152,969,146.0","1,104,590.0",Unknown
100,LINK,ChainLink,0.00005281 BTC,$0.42,-4.46%,-19.61%,"4,718,430.0","$147,691,250.0","350,000,000.0",Unknown
101,HPB,High Performance Blockchain,0.00083135 BTC,$6.64,-4.8%,-16.23%,"5,563,120.0","$147,585,318.0","22,216,600.0",Unknown
102,EMC,Emercoin,0.00044027 BTC,$3.51,-4.4%,-20.98%,"903,772.0","$145,207,004.0","41,275,325.0",Unknown
103,NEBL,Neblio,0.00141703 BTC,$11.3,-4.5%,-20.7%,"1,974,930.0","$144,780,136.0","12,786,376.0",Unknown
104,QSP,Quantstamp,0.00002885 BTC,$0.23,-7.35%,-22.09%,"10,298,000.0","$142,287,830.0","617,314,171.0",Unknown
105,RDN,Raiden Network Token,0.0003471 BTC,$2.77,-4.54%,-20.27%,"6,639,310.0","$139,093,089.0","50,148,936.0",Unknown
106,SUB,Substratum,0.00007561 BTC,$0.60,-6.89%,-25.15%,"3,421,570.0","$136,596,314.0","226,091,449.0",Unknown
107,VIBE,VIBE,0.00008680 BTC,$0.69,-6.95%,3.52%,"82,904,200.0","$131,607,739.0","189,749,157.0",Unknown
108,MED,MediBloc,0.00000553 BTC,$0.04,-2.36%,-25.54%,"2,156,640.0","$131,053,366.0","2,966,384,100.0","10,000,000,000.0"
109,BLOCK,Blocknet,0.00327957 BTC,$26.2,-3.82%,-17.05%,"143,212.0","$131,041,599.0","5,000,443.0",Unknown
110,ANT,Aragon,0.00061433 BTC,$4.90,-6.46%,-17.43%,"490,026.0","$130,953,563.0","26,676,926.0",Unknown
111,SKY,Skycoin,0.00221791 BTC,$17.7,-3.78%,-9.08%,"654,813.0","$130,243,352.0","7,348,998.0","100,000,000.0"
112,CVC,Civic,0.00004582 BTC,$0.36,-3.16%,-19.87%,"9,671,480.0","$125,486,447.0","342,699,966.0",Unknown
113,POE,Po.et,0.00000705 BTC,$0.05,-6.26%,-17.88%,"4,825,650.0","$124,952,271.0","2,216,707,776.0",Unknown
114,STORJ,Storj,0.00011678 BTC,$0.93,-3.52%,-16.59%,"7,081,540.0","$124,507,466.0","133,425,493.0",Unknown
115,XPA,XPlay,0.00001531 BTC,$0.12,-4.66%,0.15%,"400,209.0","$122,338,000.0","1,000,000,000.0",Unknown
116,VTC,Vertcoin,0.00035772 BTC,$2.85,-2.49%,-17.23%,"1,436,440.0","$122,296,285.0","42,784,575.0","84,000,000.0"
117,SPHTX,SophiaTX,0.00008011 BTC,$0.64,-5.82%,-24.05%,"221,537.0","$121,292,821.0","189,485,688.0",Unknown
118,BTCD,BitcoinDark,0.0116837 BTC,$93.3,-3.77%,-15.08%,"16,355.3","$120,328,689.0","1,288,862.0",Unknown
119,PPP,PayPie,0.00018252 BTC,$1.45,-3.15%,-11.44%,"179,049.0","$120,321,300.0","82,500,000.0","165,000,000.0"
120,DEW,DEW,0.00014579 BTC,$1.16,-4.22%,-19.42%,"216,959.0","$120,273,710.0","103,244,553.0",Unknown
121,XP,Experience Points,0.00000007 BTC,$0.00,2.05%,-20.72%,"811,013.0","$118,841,375.0","213,166,473,406.0",Unknown
122,XDN,DigitalNote,0.00000209 BTC,$0.01,-5.61%,-20.62%,"8,718,910.0","$115,332,104.0","6,895,172,555.0",Unknown
123,ITC,IoT Chain,0.00037578 BTC,$3.00,-5.74%,-21.04%,"13,571,900.0","$115,078,701.0","38,325,075.0",Unknown
124,SRN,SIRIN LABS Token,0.00014393 BTC,$1.15,-3.61%,-18.74%,"15,876,800.0","$113,793,240.0","98,939,459.0",Unknown
125,HTML,HTMLCOIN,0.00000022 BTC,$0.00,-3.79%,-14.04%,"338,725.0","$113,771,079.0","64,710,310,310.0",Unknown
126,TNB,Time New Bank,0.00000871 BTC,$0.06,-3.23%,-15.3%,"9,728,820.0","$113,608,068.0","1,631,622,325.0",Unknown
127,RLC,iExec RLC,0.00017683 BTC,$1.41,-4.35%,-24.2%,"2,651,750.0","$111,726,240.0","79,070,793.0",Unknown
128,ZEN,ZenCash,0.00436969 BTC,$34.9,-7.23%,-19.02%,"912,798.0","$109,878,490.0","3,146,875.0","21,000,000.0"
129,MCO,Monaco,0.00102861 BTC,$8.21,-4.49%,-16.77%,"4,426,230.0","$108,457,856.0","13,195,542.0",Unknown
130,ENJ,Enjin Coin,0.00001775 BTC,$0.14,-5.35%,-23.18%,"1,931,530.0","$107,225,077.0","756,192,535.0",Unknown
131,UBQ,Ubiq,0.0003361 BTC,$2.68,-4.22%,-24.07%,"398,080.0","$106,038,380.0","39,482,733.0",Unknown
132,ACT,Achain,0.00004349 BTC,$0.34,-3.35%,-18.77%,"8,881,540.0","$104,250,000.0","300,000,000.0","1,000,000,000.0"
133,VEE,BLOCKv,0.00000867 BTC,$0.06,-3.41%,-17.8%,"820,445.0","$103,596,272.0","1,494,971,209.0",Unknown
134,STORM,Storm,0.00000521 BTC,$0.04,-4.16%,-17.08%,"1,001,490.0","$102,990,348.0","2,475,789,043.0",Unknown
135,AST,AirSwap,0.00008547 BTC,$0.68,-3.82%,-20.05%,"5,480,180.0","$102,447,900.0","150,000,000.0",Unknown
136,BCO,BridgeCoin,0.00046614 BTC,$3.72,-3.28%,-18.56%,"101,693.0","$100,569,330.0","27,000,000.0","27,000,000.0"
137,SAN,Santiment Network Token,0.00019878 BTC,$1.58,-5.31%,-15.65%,"1,930,320.0","$99,530,360.0","62,660,371.0",Unknown
138,BIX,Bibox Token,0.00011803 BTC,$0.94,-6.38%,-20.22%,"18,968,400.0","$99,266,693.0","105,253,066.0",Unknown
139,DTR,Dynamic Trading Rights,0.00001234 BTC,$0.09,-4.65%,-16.15%,"41,708.4","$98,553,463.0","999,466,187.0",Unknown
140,NAV,NAV Coin,0.00019262 BTC,$1.53,-4.96%,-19.37%,"887,245.0","$96,029,052.0","62,390,153.0",Unknown
141,AGRS,Agoras Tokens,0.00028372 BTC,$2.26,-3.28%,-16.95%,"317,106.0","$95,218,620.0","42,000,000.0","42,000,000.0"
142,MANA,Decentraland,0.00001105 BTC,$0.08,-5.24%,-14.96%,"14,189,600.0","$92,813,442.0","1,051,043,445.0",Unknown
143,LEND,ETHLend,0.00001115 BTC,$0.08,-4.47%,-22.59%,"3,853,040.0","$92,125,723.0","1,034,221,065.0",Unknown
144,SNGLS,SingularDTV,0.00001917 BTC,$0.15,-4.49%,-19.53%,"969,954.0","$91,930,800.0","600,000,000.0",Unknown
145,XBY,XTRABYTES,0.00002611 BTC,$0.20,-9.53%,-15.97%,"351,415.0","$89,709,610.0","430,000,000.0","650,000,000.0"
146,MDS,MediShares,0.00002283 BTC,$0.18,7.98%,-4.29%,"14,547,100.0","$88,025,139.0","482,511,957.0",Unknown
147,CMT,CyberMiles,0.00002427 BTC,$0.19,-6.14%,-28.72%,"15,390,700.0","$85,990,023.0","443,409,819.0",Unknown
148,THETA,Theta Token,0.00001894 BTC,$0.15,-2.37%,-20.49%,"18,885,600.0","$85,112,473.0","562,310,706.0",Unknown
149,OST,Simple Token,0.00003847 BTC,$0.30,-3.81%,-17.97%,"41,879,900.0","$83,888,124.0","272,889,439.0",Unknown
150,XAS,Asch,0.00011132 BTC,$0.88,-3.43%,-21.95%,"1,322,500.0","$82,223,466.0","92,434,211.0",Unknown
151,PPC,Peercoin,0.00041793 BTC,$3.33,-3.11%,-12.15%,"1,133,390.0","$82,165,875.0","24,603,729.0",Unknown
152,RCN,Ripio Credit Network,0.00002093 BTC,$0.16,-5.31%,-21.12%,"8,360,290.0","$82,034,288.0","490,533,009.0",Unknown
153,COB,Cobinhood,0.00002875 BTC,$0.22,-3.6%,-21.93%,"358,698.0","$81,107,121.0","353,075,629.0",Unknown
154,DBC,DeepBrain Chain,0.00001098 BTC,$0.08,-6.95%,-23.79%,"3,784,420.0","$78,943,230.0","900,000,000.0","10,000,000,000.0"
155,AMB,Ambrosus,0.00006818 BTC,$0.54,-7.7%,-24.0%,"2,444,060.0","$78,769,982.0","144,590,975.0",Unknown
156,TEL,Telcoin,0.00000046 BTC,$0.00,-3.62%,-20.73%,"1,627,910.0","$77,728,059.0","20,970,629,778.0",Unknown
157,XCP,Counterparty,0.00370633 BTC,$29.6,-5.63%,-25.36%,"1,161,080.0","$77,513,156.0","2,617,264.0",Unknown
158,TNC,Trinity Network Credit,0.00002893 BTC,$0.23,-3.6%,-19.76%,"2,085,410.0","$77,046,000.0","333,333,333.0",Unknown
159,UTK,UTRUST,0.00003817 BTC,$0.30,-4.57%,-23.83%,"3,693,850.0","$75,446,039.0","247,332,437.0",Unknown
160,EMC2,Einsteinium,0.00004333 BTC,$0.34,-0.71%,-14.26%,"5,562,250.0","$74,931,604.0","216,419,590.0",Unknown
161,WABI,WaBi,0.00020682 BTC,$1.65,-5.56%,-21.66%,"2,031,890.0","$74,776,447.0","45,248,033.0",Unknown
162,EDG,Edgeless,0.00011144 BTC,$0.89,-2.92%,-9.38%,"2,945,760.0","$73,063,193.0","82,046,276.0",Unknown
163,BAY,BitBay,0.00000902 BTC,$0.07,-4.45%,-20.53%,"2,174,500.0","$72,726,166.0","1,009,513,586.0",Unknown
164,INS,INS Ecosystem,0.00032301 BTC,$2.58,-4.95%,-13.76%,"20,458,800.0","$72,280,491.0","28,003,972.0",Unknown
165,SNM,SONM,0.00002510 BTC,$0.20,-7.79%,-25.14%,"997,871.0","$72,135,400.0","359,600,000.0",Unknown
166,DATA,Streamr DATAcoin,0.00001328 BTC,$0.10,0.38%,-14.15%,"863,734.0","$71,862,346.0","677,154,514.0",Unknown
167,BITCNY,bitCNY,0.00002016 BTC,$0.16,2.32%,3.59%,"35,317,300.0","$70,966,172.0","440,614,000.0",Unknown
168,PAC,PACcoin,0.000000003 BTC,$0.00,-0.86%,-37.37%,"504,059.0","$69,387,984.0","2,568,973,866,070.0",Unknown
169,ADX,AdEx,0.00014372 BTC,$1.14,-4.42%,-18.5%,"13,827,300.0","$69,189,767.0","60,248,315.0","100,000,000.0"
170,RPX,Red Pulse,0.00001573 BTC,$0.12,-11.23%,-28.75%,"1,137,990.0","$68,291,300.0","543,348,500.0",Unknown
171,NULS,Nuls,0.0003531 BTC,$2.82,-4.23%,-19.95%,"2,911,110.0","$66,488,080.0","23,564,882.0",Unknown
172,ETP,Metaverse ETP,0.00021789 BTC,$1.74,-1.95%,-14.87%,"1,339,440.0","$64,858,768.0","37,251,390.0","100,000,000.0"
173,APPC,AppCoins,0.00008097 BTC,$0.64,-5.26%,-23.14%,"6,454,240.0","$64,734,740.0","100,054,312.0",Unknown
174,NLG,Gulden,0.00002065 BTC,$0.16,-2.69%,-13.23%,"373,816.0","$64,614,859.0","391,553,000.0",Unknown
175,TRAC,OriginTrail,0.00003171 BTC,$0.25,-1.17%,-19.26%,"579,489.0","$64,496,045.0","254,507,606.0",Unknown
176,EDO,Eidoo,0.00026818 BTC,$2.14,-2.95%,-19.9%,"2,446,760.0","$62,706,726.0","29,261,461.0",Unknown
177,QRL,Quantum Resistant Ledger,0.00014962 BTC,$1.19,-4.96%,-18.75%,"197,168.0","$62,167,560.0","52,000,000.0","105,000,000.0"
178,MLN,Melon,0.0127614 BTC,$101.,-4.11%,-19.12%,"424,459.0","$61,122,017.0","599,400.0",Unknown
179,VIA,Viacoin,0.00033203 BTC,$2.65,-2.77%,-20.34%,"212,243.0","$60,960,504.0","22,977,085.0","23,000,000.0"
180,TNT,Tierion,0.00001759 BTC,$0.14,-4.93%,-18.93%,"9,023,530.0","$60,239,325.0","428,481,269.0",Unknown
181,MOD,Modum,0.00041254 BTC,$3.29,-4.1%,-23.73%,"762,945.0","$60,214,346.0","18,266,200.0","27,266,200.0"
182,NGC,NAGA,0.00012856 BTC,$1.02,-1.42%,-10.18%,"279,331.0","$59,245,639.0","57,672,338.0",Unknown
183,WINGS,Wings,0.00008166 BTC,$0.65,-4.1%,-22.01%,"4,356,020.0","$58,533,521.0","89,708,333.0",Unknown
184,MTL,Metal,0.00037413 BTC,$2.98,-4.09%,-17.31%,"6,793,050.0","$57,701,866.0","19,300,994.0",Unknown
185,FUEL,Etherparty,0.00001468 BTC,$0.11,-3.96%,-22.47%,"1,768,510.0","$56,919,299.0","485,146,253.0",Unknown
186,CTR,Centra,0.00010474 BTC,$0.83,-5.51%,-25.23%,"1,119,640.0","$56,913,824.0","68,000,000.0",Unknown
187,BRD,Bread,0.00011706 BTC,$0.93,-4.03%,-18.7%,"6,223,980.0","$56,016,853.0","59,888,399.0",Unknown
188,UKG,Unikoin Gold,0.00005179 BTC,$0.41,-3.95%,-22.88%,"840,849.0","$55,599,057.0","134,356,304.0",Unknown
189,SPANK,SpankChain,0.00002301 BTC,$0.18,3.07%,-20.51%,"386,331.0","$55,156,076.0","300,043,386.0",Unknown
190,ECA,Electra,0.00000030 BTC,$0.00,-2.47%,-20.06%,"55,253.0","$54,780,687.0","22,820,056,594.0","30,000,000,000.0"
191,LBC,LBRY Credits,0.00004682 BTC,$0.37,-3.81%,-19.34%,"587,468.0","$54,775,207.0","146,424,495.0",Unknown
192,ION,ION,0.00035001 BTC,$2.79,-4.11%,-21.09%,"2,034,110.0","$54,529,933.0","19,497,189.0",Unknown
193,WGR,Wagerr,0.00003705 BTC,$0.29,-1.68%,-8.32%,"121,977.0","$54,174,405.0","183,000,000.0","200,000,000.0"
194,QBT,Qbao,0.00010282 BTC,$0.82,-4.04%,-16.88%,"7,061,610.0","$53,693,693.0","65,351,403.0",Unknown
